"","Individual","WGS","chip","typed","imputed","match.t","match.i"
"1252","HG03225","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1253","HG03228","W","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1254","HG03229","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1255","HG03234","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1256","HG03235","HV","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1257","HG03237","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1258","HG03238","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","J","J",FALSE,FALSE
"1259","HG03240","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1260","HG03241","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1261","HG03246","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1262","HG03247","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1263","HG03258","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1264","HG03259","L3'4","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1265","HG03265","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1266","HG03267","L0","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1267","HG03268","L0","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1268","HG03270","L1b","InfiniumOmniExpressExome-8v1-4_A1-b37","L1b","L1b",TRUE,TRUE
"1269","HG03271","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"1270","HG03279","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1271","HG03280","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1272","HG03291","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1273","HG03294","L3'4","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1274","HG03295","L1b","InfiniumOmniExpressExome-8v1-4_A1-b37","L1b","L1b",TRUE,TRUE
"1275","HG03297","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1276","HG03298","L0","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1277","HG03300","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"1278","HG03301","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1279","HG03303","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1280","HG03304","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1281","HG03311","L1b","InfiniumOmniExpressExome-8v1-4_A1-b37","L1b","L1b",TRUE,TRUE
"1282","HG03313","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"1283","HG03342","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1284","HG03343","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"1285","HG03351","L1b","InfiniumOmniExpressExome-8v1-4_A1-b37","L1b","L1b",TRUE,TRUE
"1286","HG03352","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1287","HG03354","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1288","HG03363","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"1289","HG03366","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1290","HG03367","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1291","HG03369","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1292","HG03370","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1293","HG03372","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1294","HG03376","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1295","HG03378","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1296","HG03380","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"1297","HG03382","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1298","HG03385","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"1299","HG03388","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1300","HG03391","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"1301","HG03394","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1302","HG03397","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"1303","HG03401","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1304","HG03410","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1305","HG03419","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1306","HG03428","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1307","HG03432","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1308","HG03433","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1309","HG03436","L1b","InfiniumOmniExpressExome-8v1-4_A1-b37","L1b","L1b",TRUE,TRUE
"1310","HG03437","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1311","HG03439","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1312","HG03442","L1b","InfiniumOmniExpressExome-8v1-4_A1-b37","L1b","L1b",TRUE,TRUE
"1313","HG03445","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1314","HG03446","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1315","HG03449","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1316","HG03451","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1317","HG03452","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1318","HG03455","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1319","HG03457","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1320","HG03458","L3'4","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1321","HG03460","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1322","HG03461","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1323","HG03464","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"1324","HG03469","L1b","InfiniumOmniExpressExome-8v1-4_A1-b37","L1b","L1b",TRUE,TRUE
"1325","HG03470","L1b","InfiniumOmniExpressExome-8v1-4_A1-b37","L1b","L1b",TRUE,TRUE
"1326","HG03472","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1327","HG03473","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1328","HG03476","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1329","HG03478","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1330","HG03479","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","K1","K1",FALSE,FALSE
"1331","HG03484","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1332","HG03485","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1333","HG03488","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1334","HG03490","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1335","HG03491","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1336","HG03499","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"1337","HG03511","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1338","HG03514","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1339","HG03515","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1340","HG03517","L0","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1341","HG03518","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1342","HG03520","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1343","HG03521","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1344","HG03538","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1345","HG03539","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1346","HG03547","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1347","HG03548","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1348","HG03556","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1349","HG03557","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1350","HG03558","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1351","HG03559","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1352","HG03563","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1353","HG03565","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1354","HG03567","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1355","HG03571","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1356","HG03572","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1357","HG03575","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1358","HG03577","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1359","HG03578","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"1360","HG03583","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"1361","HG03585","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1362","HG03589","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1363","HG03593","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1364","HG03594","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1365","HG03595","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1366","HG03598","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1367","HG03600","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1368","HG03603","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1369","HG03604","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1370","HG03607","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1371","HG03611","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1372","HG03615","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1373","HG03616","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1374","HG03619","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1375","HG03624","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1376","HG03625","T","InfiniumOmniExpressExome-8v1-4_A1-b37","T","T",TRUE,TRUE
"1377","HG03629","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1378","HG03631","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1379","HG03634","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1380","HG03636","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1381","HG03640","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1382","HG03642","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1383","HG03643","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1384","HG03644","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1385","HG03645","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1386","HG03646","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1387","HG03649","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1388","HG03652","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1389","HG03653","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1390","HG03660","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1391","HG03663","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1392","HG03667","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1393","HG03668","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1394","HG03672","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1395","HG03673","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1396","HG03679","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1397","HG03680","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1398","HG03681","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1399","HG03684","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1400","HG03685","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1401","HG03686","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1402","HG03687","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1403","HG03689","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1404","HG03690","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1405","HG03691","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1406","HG03692","H","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1407","HG03693","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1408","HG03694","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1409","HG03695","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1410","HG03696","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1411","HG03697","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1412","HG03698","N","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",TRUE,TRUE
"1413","HG03702","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1414","HG03703","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1415","HG03705","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1416","HG03706","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1417","HG03708","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1418","HG03709","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1419","HG03711","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1420","HG03713","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1421","HG03714","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1422","HG03715","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1423","HG03716","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1424","HG03717","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1425","HG03718","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1426","HG03720","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1427","HG03722","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1428","HG03727","I","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1429","HG03729","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1430","HG03730","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1431","HG03731","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1432","HG03733","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1433","HG03736","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1434","HG03738","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1435","HG03740","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1436","HG03741","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1437","HG03742","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1438","HG03743","M","InfiniumOmniExpressExome-8v1-4_A1-b37","J","J",FALSE,FALSE
"1439","HG03744","J","InfiniumOmniExpressExome-8v1-4_A1-b37","J","J",TRUE,TRUE
"1440","HG03745","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1441","HG03746","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1442","HG03750","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1443","HG03752","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1444","HG03753","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1445","HG03754","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1446","HG03755","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1447","HG03756","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1448","HG03757","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1449","HG03760","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1450","HG03762","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1451","HG03765","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1452","HG03767","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1453","HG03770","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1454","HG03771","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1455","HG03772","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1456","HG03773","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1457","HG03774","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1458","HG03775","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1459","HG03777","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1460","HG03778","W","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1461","HG03779","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1462","HG03780","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1463","HG03781","M","InfiniumOmniExpressExome-8v1-4_A1-b37","J","J",FALSE,FALSE
"1464","HG03782","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1465","HG03784","T","InfiniumOmniExpressExome-8v1-4_A1-b37","T","T",TRUE,TRUE
"1466","HG03785","W","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1467","HG03786","W","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1468","HG03787","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1469","HG03788","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1470","HG03789","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1471","HG03790","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1472","HG03792","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1473","HG03793","A","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1474","HG03796","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1475","HG03800","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1476","HG03802","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1477","HG03803","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1478","HG03805","M","InfiniumOmniExpressExome-8v1-4_A1-b37","J","J",FALSE,FALSE
"1479","HG03808","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1480","HG03809","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1481","HG03812","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1482","HG03814","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1483","HG03815","W","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1484","HG03817","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1485","HG03821","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1486","HG03823","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1487","HG03824","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1488","HG03826","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1489","HG03829","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1490","HG03830","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1491","HG03832","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1492","HG03833","J","InfiniumOmniExpressExome-8v1-4_A1-b37","J","J",TRUE,TRUE
"1493","HG03836","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1494","HG03837","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1495","HG03838","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1496","HG03844","H","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1497","HG03846","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1498","HG03848","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1499","HG03849","H","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1500","HG03850","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1501","HG03851","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1502","HG03854","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1503","HG03856","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1504","HG03857","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1505","HG03858","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1506","HG03861","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1507","HG03862","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"1508","HG03863","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1509","HG03864","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"1510","HG03866","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"1511","HG03867","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
