"","Individual","WGS","chip","typed","imputed","match.t","match.i"
"685","HG01889","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"686","HG01890","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"687","HG01892","A2","HumanOmni1S-8v1_H-b37","A","A",FALSE,FALSE
"688","HG01893","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"689","HG01894","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"690","HG01896","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"691","HG01912","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"692","HG01914","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"693","HG01915","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"694","HG01917","D1","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"695","HG01918","A2","HumanOmni1S-8v1_H-b37","A","A",FALSE,FALSE
"696","HG01920","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"697","HG01921","D1","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"698","HG01923","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"699","HG01924","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"700","HG01926","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"701","HG01927","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"702","HG01932","C","HumanOmni1S-8v1_H-b37","C","C",TRUE,TRUE
"703","HG01933","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"704","HG01935","A2","HumanOmni1S-8v1_H-b37","A","A",FALSE,FALSE
"705","HG01936","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"706","HG01938","D1","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"707","HG01939","D1","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"708","HG01941","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"709","HG01942","C","HumanOmni1S-8v1_H-b37","C","C",TRUE,TRUE
"710","HG01944","C","HumanOmni1S-8v1_H-b37","C","C",TRUE,TRUE
"711","HG01945","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"712","HG01947","C","HumanOmni1S-8v1_H-b37","C","C",TRUE,TRUE
"713","HG01948","C","HumanOmni1S-8v1_H-b37","C","C",TRUE,TRUE
"714","HG01950","C","HumanOmni1S-8v1_H-b37","C","C",TRUE,TRUE
"715","HG01951","A2","HumanOmni1S-8v1_H-b37","A","A",FALSE,FALSE
"716","HG01953","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"717","HG01954","A2","HumanOmni1S-8v1_H-b37","A","A",FALSE,FALSE
"718","HG01956","L1b","HumanOmni1S-8v1_H-b37","L1b","L1b",TRUE,TRUE
"719","HG01958","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"720","HG01961","C","HumanOmni1S-8v1_H-b37","C","C",TRUE,TRUE
"721","HG01965","C","HumanOmni1S-8v1_H-b37","C","C",TRUE,TRUE
"722","HG01967","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"723","HG01968","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"724","HG01970","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"725","HG01971","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"726","HG01973","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"727","HG01974","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"728","HG01976","H","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"729","HG01977","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"730","HG01979","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"731","HG01980","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"732","HG01982","C","HumanOmni1S-8v1_H-b37","C","C",TRUE,TRUE
"733","HG01983","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"734","HG01985","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"735","HG01986","L1","HumanOmni1S-8v1_H-b37","L1","L1",TRUE,TRUE
"736","HG01988","L1b","HumanOmni1S-8v1_H-b37","L1b","L1b",TRUE,TRUE
"737","HG01989","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"738","HG01990","L1","HumanOmni1S-8v1_H-b37","L1","L1",TRUE,TRUE
"739","HG01991","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"740","HG01992","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"741","HG01997","D1","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"742","HG02002","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"743","HG02003","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"744","HG02006","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"745","HG02008","D1","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"746","HG02009","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"747","HG02010","L1","HumanOmni1S-8v1_H-b37","L1","L1",TRUE,TRUE
"748","HG02012","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"749","HG02013","N","HumanOmni1S-8v1_H-b37","N","N",TRUE,TRUE
"750","HG02014","L1","HumanOmni1S-8v1_H-b37","L1","L1",TRUE,TRUE
"751","HG02016","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"752","HG02017","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"753","HG02019","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"754","HG02020","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"755","HG02023","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"756","HG02024","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"757","HG02025","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"758","HG02026","L3","HumanOmni1S-8v1_H-b37","L1","L1",FALSE,FALSE
"759","HG02028","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"760","HG02029","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"761","HG02031","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"762","HG02032","N","HumanOmni1S-8v1_H-b37","N","N",TRUE,TRUE
"763","HG02035","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"764","HG02040","N","HumanOmni1S-8v1_H-b37","N","N",TRUE,TRUE
"765","HG02046","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"766","HG02047","B5","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"767","HG02048","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"768","HG02049","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"769","HG02050","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"770","HG02051","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"771","HG02052","L1","HumanOmni1S-8v1_H-b37","L1","L1",TRUE,TRUE
"772","HG02053","L1","HumanOmni1S-8v1_H-b37","L1","L1",TRUE,TRUE
"773","HG02054","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"774","HG02057","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"775","HG02058","B5","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"776","HG02060","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"777","HG02061","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"778","HG02064","B4b'd'e","HumanOmni1S-8v1_H-b37","B4b'd'e","B4b'd'e",TRUE,TRUE
"779","HG02067","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"780","HG02069","B4b'd'e","HumanOmni1S-8v1_H-b37","B4b'd'e","B4b'd'e",TRUE,TRUE
"781","HG02070","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"782","HG02072","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"783","HG02073","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"784","HG02075","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"785","HG02076","B5","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"786","HG02078","B5","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"787","HG02079","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"788","HG02081","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"789","HG02082","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"790","HG02084","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"791","HG02085","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"792","HG02086","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"793","HG02087","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"794","HG02088","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"795","HG02089","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"796","HG02090","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"797","HG02095","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"798","HG02102","D1","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"799","HG02104","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"800","HG02105","D4","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"801","HG02107","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"802","HG02108","L1b","HumanOmni1S-8v1_H-b37","L1b","L1b",TRUE,TRUE
"803","HG02111","L0","HumanOmni1S-8v1_H-b37","L0","L0",TRUE,TRUE
"804","HG02113","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"805","HG02116","C","HumanOmni1S-8v1_H-b37","C","C",TRUE,TRUE
"806","HG02121","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"807","HG02122","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"808","HG02127","M","HumanOmni1S-8v1_H-b37","L0","L0",FALSE,FALSE
"809","HG02128","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"810","HG02130","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"811","HG02131","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"812","HG02133","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"813","HG02134","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"814","HG02136","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"815","HG02137","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"816","HG02138","B5","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"817","HG02139","A","HumanOmni1S-8v1_H-b37","A","A",TRUE,TRUE
"818","HG02140","B5","HumanOmni1S-8v1_H-b37","L1","L1",FALSE,FALSE
"819","HG02141","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"820","HG02142","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"821","HG02143","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"822","HG02144","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"823","HG02146","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"824","HG02147","D1","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"825","HG02150","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"826","HG02151","C","HumanOmni1S-8v1_H-b37","C","C",TRUE,TRUE
"827","HG02152","D","HumanOmni1S-8v1_H-b37","N","N",FALSE,FALSE
"828","HG02153","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"829","HG02154","D4","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"830","HG02155","D4","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"831","HG02156","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"832","HG02164","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"833","HG02165","B5","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"834","HG02166","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"835","HG02178","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"836","HG02179","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"837","HG02180","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"838","HG02181","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"839","HG02182","B5","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"840","HG02184","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"841","HG02185","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"842","HG02186","B5","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"843","HG02187","M","HumanOmni1S-8v1_H-b37","L0","L0",FALSE,FALSE
"844","HG02188","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"845","HG02190","D","HumanOmni1S-8v1_H-b37","N","N",FALSE,FALSE
"846","HG02215","H","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"847","HG02219","H","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"848","HG02220","K1","HumanOmni1S-8v1_H-b37","K1","K1",TRUE,TRUE
"849","HG02221","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"850","HG02223","H","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"851","HG02224","H2a","HumanOmni1S-8v1_H-b37","H2","H2",FALSE,FALSE
"852","HG02230","H","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"853","HG02231","H","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"854","HG02232","T","HumanOmni1S-8v1_H-b37","T","T",TRUE,TRUE
"855","HG02233","H","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"856","HG02235","T","HumanOmni1S-8v1_H-b37","T","T",TRUE,TRUE
"857","HG02236","H","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"858","HG02238","H","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"859","HG02239","H","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"860","HG02250","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"861","HG02252","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"862","HG02253","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"863","HG02255","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"864","HG02256","C","HumanOmni1S-8v1_H-b37","C","C",TRUE,TRUE
"865","HG02259","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"866","HG02260","A2","HumanOmni1S-8v1_H-b37","A","A",FALSE,FALSE
"867","HG02262","A2","HumanOmni1S-8v1_H-b37","A","A",FALSE,FALSE
"868","HG02265","C","HumanOmni1S-8v1_H-b37","C","C",TRUE,TRUE
"869","HG02266","C","HumanOmni1S-8v1_H-b37","C","C",TRUE,TRUE
"870","HG02271","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"871","HG02272","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"872","HG02274","D1","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"873","HG02275","C","HumanOmni1S-8v1_H-b37","C","C",TRUE,TRUE
"874","HG02277","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"875","HG02278","C","HumanOmni1S-8v1_H-b37","C","C",TRUE,TRUE
"876","HG02281","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"877","HG02282","L1","HumanOmni1S-8v1_H-b37","L1","L1",TRUE,TRUE
"878","HG02283","L1","HumanOmni1S-8v1_H-b37","L1","L1",TRUE,TRUE
"879","HG02284","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"880","HG02285","D1","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"881","HG02286","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"882","HG02291","A2","HumanOmni1S-8v1_H-b37","A","A",FALSE,FALSE
"883","HG02292","C","HumanOmni1S-8v1_H-b37","C","C",TRUE,TRUE
"884","HG02298","A2","HumanOmni1S-8v1_H-b37","A","A",FALSE,FALSE
"885","HG02299","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"886","HG02301","A2","HumanOmni1S-8v1_H-b37","A","A",FALSE,FALSE
"887","HG02304","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"888","HG02307","L1b","HumanOmni1S-8v1_H-b37","L1b","L1b",TRUE,TRUE
"889","HG02308","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"890","HG02309","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"891","HG02312","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"892","HG02314","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"893","HG02315","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"894","HG02317","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"895","HG02318","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"896","HG02322","L1","HumanOmni1S-8v1_H-b37","L1","L1",TRUE,TRUE
"897","HG02323","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"898","HG02325","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"899","HG02330","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"900","HG02332","L1","HumanOmni1S-8v1_H-b37","L1","L1",TRUE,TRUE
"901","HG02334","J","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"902","HG02337","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"903","HG02339","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"904","HG02343","L1b","HumanOmni1S-8v1_H-b37","L1b","L1b",TRUE,TRUE
"905","HG02345","A2","HumanOmni1S-8v1_H-b37","A","A",FALSE,FALSE
"906","HG02348","A2","HumanOmni1S-8v1_H-b37","A","A",FALSE,FALSE
"907","HG02351","B5","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"908","HG02353","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"909","HG02355","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"910","HG02356","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"911","HG02360","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"912","HG02363","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"913","HG02364","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"914","HG02367","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"915","HG02371","M","HumanOmni1S-8v1_H-b37","L0","L0",FALSE,FALSE
"916","HG02372","B5","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"917","HG02373","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"918","HG02374","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"919","HG02375","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"920","HG02377","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"921","HG02379","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"922","HG02380","C","HumanOmni1S-8v1_H-b37","C","C",TRUE,TRUE
"923","HG02381","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"924","HG02382","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"925","HG02383","D4","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"926","HG02384","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"927","HG02385","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"928","HG02386","B5","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"929","HG02387","B5","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"930","HG02388","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"931","HG02389","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"932","HG02390","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"933","HG02391","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"934","HG02392","D4","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"935","HG02394","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"936","HG02395","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"937","HG02396","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"938","HG02397","D4","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"939","HG02398","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"940","HG02399","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"941","HG02401","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"942","HG02402","B4b'd'e","HumanOmni1S-8v1_H-b37","B4b'd'e","B4b'd'e",TRUE,TRUE
"943","HG02406","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"944","HG02407","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"945","HG02408","B5","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"946","HG02409","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"947","HG02410","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"948","HG02419","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"949","HG02420","L0","HumanOmni1S-8v1_H-b37","L0","L0",TRUE,TRUE
"950","HG02425","B2","HumanOmni1S-8v1_H-b37","B2","B2",TRUE,TRUE
"951","HG02427","L1","HumanOmni1S-8v1_H-b37","L1","L1",TRUE,TRUE
"952","HG02429","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"953","HG02433","L0","HumanOmni1S-8v1_H-b37","L0","L0",TRUE,TRUE
"954","HG02439","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"955","HG02442","L1","HumanOmni1S-8v1_H-b37","L1","L1",TRUE,TRUE
"956","HG02445","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"957","HG02449","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"958","HG02450","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"959","HG02455","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"960","HG02461","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"961","HG02462","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"962","HG02464","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"963","HG02465","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"964","HG02470","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"965","HG02471","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"966","HG02476","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"967","HG02477","L1b","HumanOmni1S-8v1_H-b37","L1b","L1b",TRUE,TRUE
"968","HG02479","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"969","HG02481","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"970","HG02484","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"971","HG02485","H","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"972","HG02489","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"973","HG02490","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"974","HG02491","HV","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"975","HG02493","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"976","HG02494","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"977","HG02496","L3'4","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"978","HG02497","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"979","HG02501","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"980","HG02502","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"981","HG02505","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"982","HG02508","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"983","HG02511","A2","HumanOmni1S-8v1_H-b37","A","A",FALSE,FALSE
"984","HG02512","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"985","HG02513","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"986","HG02521","N","HumanOmni1S-8v1_H-b37","N","N",TRUE,TRUE
"987","HG02522","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"988","HG02536","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
