"SampleID"	"Range"	"Haplogroup"	"Rank"	"Quality"
"HG00306"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00308"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00309"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00310"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00311"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00313"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00315"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00318"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00319"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00320"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00321"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00323"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00324"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00325"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00326"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00327"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00328"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00329"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00330"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00331"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00332"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00334"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00335"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00336"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00337"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00338"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00339"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00341"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00342"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00343"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00344"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00345"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00346"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00349"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00350"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00351"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00353"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00355"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00356"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00357"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00358"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00360"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00361"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00362"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00364"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00365"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00366"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00367"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00368"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00369"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00371"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00372"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00373"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00375"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00376"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00378"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00379"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00380"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00381"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00382"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00383"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00384"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00403"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00404"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00406"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00407"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00409"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00410"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00419"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00421"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00422"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00428"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00436"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00437"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00442"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00443"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00445"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00446"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00448"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00449"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00451"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00452"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00457"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00458"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00463"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00464"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00472"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00473"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00475"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00476"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00478"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00479"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00500"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00501"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00513"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00524"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00525"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00530"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00531"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00533"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00534"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00536"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00537"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00542"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00543"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00551"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00553"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00554"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00556"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00557"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00559"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00560"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00565"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00566"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00580"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00581"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00583"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00584"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00589"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00590"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00592"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00593"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00595"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00596"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00598"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00599"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00607"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00608"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00610"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00611"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00613"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00614"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00619"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00620"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00622"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00623"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00625"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00626"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00628"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00629"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00631"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00632"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00634"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00635"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00637"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00638"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00640"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00641"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00650"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00651"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00653"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00654"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00656"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00657"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00662"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00663"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00671"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00672"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00674"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00675"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00683"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00684"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00689"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00690"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00692"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00693"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00698"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00699"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00701"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00702"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00704"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00705"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00707"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00708"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00717"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00728"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00729"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00731"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00732"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00733"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00734"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00736"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00737"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00739"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00740"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00742"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00743"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00759"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00766"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00844"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00851"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00864"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00867"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00879"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00881"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00956"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG00978"	"3720"	"U2e"	"1"	"1.0000"
"HG00982"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01028"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01029"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01031"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01046"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01047"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01048"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01049"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01051"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01052"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01054"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01055"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01058"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01060"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01061"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01063"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01064"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01066"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01067"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01069"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01070"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01072"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01073"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01075"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01077"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01079"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01080"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01082"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01083"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01085"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01086"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01088"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01089"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01092"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01094"	"3720"	"U2e"	"1"	"1.0000"
"HG01095"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01097"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01098"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01101"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01102"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01104"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01105"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01107"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01108"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01110"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01111"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01112"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01113"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01119"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01121"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01122"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01124"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01125"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01130"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01131"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01133"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01134"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01136"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01137"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01139"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01140"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01142"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01148"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01149"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01161"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01162"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01164"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01167"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01168"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01170"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01171"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01173"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01174"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01176"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01177"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01182"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01183"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01187"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01188"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01190"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01191"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01197"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01198"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01200"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01204"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01205"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01241"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01242"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01247"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01248"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01250"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01251"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01253"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01254"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01256"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01257"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01259"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01260"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01269"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01271"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01272"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01275"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01277"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01280"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01281"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01284"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01286"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01302"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01303"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01305"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01308"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01311"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01312"	"3720"	"H2a2a1"	"1"	"0.5000"
"HG01323"	"3720"	"H2a2a1"	"1"	"0.5000"
