chip,A,A2,B2,B4b'd'e,B5,C,D,D1,D4,H,H2,H2a,H2a2a,HV,I,J,JT,K,K1,L0,L1,L1b,L2,L2'3'4'5'6,L3,L3'4,M,N,R,T,T1,U,U8b,unclassified,V,W,X2
HumanOmni5-4v1_B-b37,0.45,0.899159663865546,1,1,1,1,0.666666666666667,0.0869565217391304,0.961038961038961,0.995670995670996,1,1,0,0.838709677419355,1,1,1,1,1,1,0.978260869565217,1,0.995535714285714,1,0.985865724381625,0.8,1,1,0.735537190082645,0.893617021276596,1,0.994475138121547,1,0,0.9375,1,0
humanomni5-4v1_c-b37,0.45,0.899159663865546,1,1,1,1,0.703703703703704,0.130434782608696,0.961038961038961,0.995670995670996,1,1,0,0.838709677419355,1,1,1,1,1,1,0.978260869565217,1,0.995535714285714,1,0.989399293286219,0.8,1,1,0.735537190082645,0.893617021276596,1,1,1,0,0.9375,1,0
HumanOmni5-4v1-1_A-b37,0.1,0.789915966386555,0.0108695652173913,1,1,1,0.962962962962963,0.130434782608696,0.961038961038961,0.995670995670996,1,1,0,0,1,1,0,0.857142857142857,0.962962962962963,1,0.978260869565217,1,1,1,0.936395759717314,0.733333333333333,0.997518610421836,0.666666666666667,0.917355371900826,0.893617021276596,1,1,0,0,0.9375,1,0
HumanOmni5Exome-4v1_A-b37,0.45,0.899159663865546,1,1,1,1,0.62962962962963,0.130434782608696,0.961038961038961,1,1,1,1,0.870967741935484,1,0.978723404255319,1,1,1,1,0.978260869565217,1,1,1,0.992932862190813,1,1,1,0.785123966942149,0.893617021276596,1,1,1,0,0.875,1,0
HumanOmni5Exome-4v1-1_A-b37,0.45,0.899159663865546,1,1,1,1,0.62962962962963,0,1,1,1,1,1,0.838709677419355,1,1,1,1,1,1,0.978260869565217,1,1,1,0.989399293286219,1,1,1,0.785123966942149,0.893617021276596,1,1,1,0,0.875,1,0
HumanOmni5Exome-4v1-2_A-b37,0.55,0.621848739495798,0,1,0.976744186046512,1,1,0,1,1,1,1,1,0.0645161290322581,1,1,0,0.857142857142857,0.962962962962963,1,0.978260869565217,1,1,1,0.92226148409894,1,0.987593052109181,0.666666666666667,0.950413223140496,0.914893617021277,1,1,1,0,0.9375,0.96,0
HumanOmniExpressExome-8-v1-0-B-b37,0.4,0.294117647058824,0.967391304347826,0,0.883720930232558,1,0.185185185185185,0,1,1,0,0.875,1,0.032258064516129,1,1,1,1,1,1,0.978260869565217,1,1,0.666666666666667,0.943462897526502,1,0.997518610421836,0.333333333333333,0.851239669421488,0.25531914893617,0.875,1,0,0,0.9375,1,0
HumanOmniExpressExome-8-v1-1-C-b37,0.05,0.0420168067226891,0.956521739130435,0,0.883720930232558,1,0.62962962962963,0,1,1,0,0.875,1,1,1,1,1,1,1,1,0.978260869565217,1,1,0,0.943462897526502,0.8,0.997518610421836,0.844444444444444,0.603305785123967,0.957446808510638,0,1,0,0,0.9375,1,0
HumanOmniExpressExome-8-v1-2-B-b37,0.05,0.0420168067226891,0.978260869565217,0,0.883720930232558,1,0,0,1,1,0,0.875,1,0.032258064516129,1,1,1,1,1,1,0.978260869565217,1,0.995535714285714,0.333333333333333,0.826855123674912,1,0.997518610421836,0.666666666666667,0.818181818181818,0.957446808510638,0,1,0,0,0.9375,1,0
HumanOmniExpressExome-8v1_A-b37,0.4,0.294117647058824,0.956521739130435,0,0.883720930232558,1,0.148148148148148,0,1,1,0,1,1,0.032258064516129,1,1,1,1,1,1,0.978260869565217,1,1,0.666666666666667,0.939929328621908,1,0.997518610421836,0.333333333333333,0.855371900826446,0.25531914893617,0.75,1,0,0,0.9375,1,0
humanomniexpressexome-8v1-0_a-b37,0.4,0.260504201680672,0.945652173913043,0,0.883720930232558,1,0.148148148148148,0,1,1,0,0.875,1,0.032258064516129,1,1,1,1,1,1,0.978260869565217,1,1,0.666666666666667,0.943462897526502,1,0.997518610421836,0.333333333333333,0.859504132231405,0.297872340425532,0.625,1,0,0,0.9375,1,0
HumanOmniExpressExome-8v1-2_A-b37,0.05,0.0420168067226891,0.978260869565217,0,0.883720930232558,1,0,0,1,1,0,0.875,1,0.032258064516129,1,1,1,1,1,1,0.978260869565217,1,0.995535714285714,0.333333333333333,0.826855123674912,1,0.997518610421836,0.688888888888889,0.847107438016529,0.957446808510638,0,1,0,0,0.9375,1,0
HumanOmniZhongHua-8v1_B-b37,0,0,0,0,0,1,0.962962962962963,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0.869565217391304,0,0,0.517857142857143,0,0.918727915194346,0,0.312655086848635,0,0,0.276595744680851,0,0,0,0,0.9375,0,0
humanomnizhonghua-8v1-1_a-b37,0,0,0,0,0,1,0.962962962962963,0,0,0,0,0,0,0,0,0,0,0,0,0.956521739130435,0,0,0,0,0,0,0.310173697270471,0,0,1,0,0,0,1,0.9375,0,0
HumanOmniZhongHua-8v1-2_A-b37,0,0,0,0,0,1,0.962962962962963,0,0,0,0,0,0,0,0,0,0,0,0,0.956521739130435,0,0,0,0,0,0,0.310173697270471,0,0,1,0,0,0,1,1,0,0
InfiniumCore-24v1-1_A1-b37,0.45,0.899159663865546,0.0108695652173913,0,1,1,0.962962962962963,0,1,0.965367965367965,0,1,0,0,1,0.978723404255319,0,0.857142857142857,0.962962962962963,1,0.978260869565217,0.987179487179487,0.986607142857143,0.333333333333333,0.925795053003534,0.733333333333333,0.935483870967742,0.822222222222222,0.661157024793388,0.893617021276596,1,1,1,0,1,0.32,0
